ItemId,Name,tempIdDuplicate,Slot,Rating,Color,DynamicSlot,Description,Disabled,Image,Type,SetId
798,Eternal Commander MK-2 Survivor's Saberstaff,798,mainhand,230,blue,hilt,,0,saberstaff_stalker.png,saberstaff,
799,Eternal Commander MK-2 Vindicator's Armguards,799,wrists,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,wrists_stalker.png,armor,
800,Eternal Commander MK-2 Vindicator's Belt,800,waist,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,waist_stalker.png,armor,
801,Eternal Commander MK-2 Vindicator's Boots,801,feet,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,feet_stalker.png,armor,
802,Eternal Commander MK-2 Vindicator's Chestguard,802,chest,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,chest_stalker.png,armor,
803,Eternal Commander MK-2 Vindicator's Gauntlets,803,hands,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,hands_stalker.png,armor,
804,Eternal Commander MK-2 Vindicator's Greaves,804,legs,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,legs_stalker.png,armor,
805,Eternal Commander MK-2 Vindicator's Headgear,805,head,230,blue,armoring,<span class='description-setbonus-2'>(2) Sundering Assault or Sundering Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Increases the critical chance of Ravage or Blade Barrage by 5%.</span><span class='description-setbonus-6'>(6) Activating Force Scream or Blade Storm will grant Vindicator's Critical Bonus making your next Impale and Furious Strike or Overhead Slash and Concentrated Slice critically hit. This effect cannot occur more than once every minute.</span>,0,head_stalker.png,armor,
806,Eternal Commander MK-2 War Leader's Armguards,806,wrists,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,wrists_stalker.png,armor,
807,Eternal Commander MK-2 War Leader's Belt,807,waist,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,waist_stalker.png,armor,
808,Eternal Commander MK-2 War Leader's Boots,808,feet,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,feet_stalker.png,armor,
809,Eternal Commander MK-2 War Leader's Chestguard,809,chest,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,chest_stalker.png,armor,
810,Eternal Commander MK-2 War Leader's Gauntlets,810,hands,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,hands_stalker.png,armor,
811,Eternal Commander MK-2 War Leader's Greaves,811,legs,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,legs_stalker.png,armor,
812,Eternal Commander MK-2 War Leader's Headgear,812,head,230,blue,armoring,"<span class='description-setbonus-2'>(2) Crushing Blow or Guardian Slash increases damage reduction by 2% for 4 seconds.</span><span class='description-setbonus-4'>(4) Force Scream or Blade Storm reduces the cooldown of Taunt and Challenging Call or Threatening Scream by 2 seconds per activation.</span><span class='description-setbonus-6'>(6) Increases the duration of Blade Turning by 3 seconds, and the duration of Invincible or Warding Call by 5 seconds.</span>",0,head_stalker.png,armor,
813,Eternal Commander MK-2 War Leader's Lightsaber,813,mainhand,230,blue,hilt,,0,saber_warleader.png,saber,
814,Eternal Commander MK-2 War Leader's Shield,814,offhand,230,blue,armoring,,0,shield_warleader.png,shield,
815,Eternal Commander MK-2 Weaponmaster's Armguards,815,wrists,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,wrists_stalker.png,armor,
816,Eternal Commander MK-2 Weaponmaster's Belt,816,waist,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,waist_stalker.png,armor,
817,Eternal Commander MK-2 Weaponmaster's Boots,817,feet,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,feet_stalker.png,armor,
818,Eternal Commander MK-2 Weaponmaster's Chestguard,818,chest,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,chest_stalker.png,armor,
819,Eternal Commander MK-2 Weaponmaster's Gauntlets,819,hands,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,hands_stalker.png,armor,
820,Eternal Commander MK-2 Weaponmaster's Greaves,820,legs,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,legs_stalker.png,armor,
821,Eternal Commander MK-2 Weaponmaster's Headgear,821,head,230,blue,armoring,"<span class='description-setbonus-2'>(2) Battering Assault or Zealous Strike increases damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Frenzy or Valorous Call by 15 seconds. Additionally, activating Berserk or Zen increases all damage dealt by 3% for 10 seconds.</span><span class='description-setbonus-6'>(6) Activating Ravage, Blade Barrage, Dual Saber Throw, or Twin Saber Throw will grant Weaponmaster's/Challenger's Critical Bonus making your next Gore, Furious Strike and Annihilate or Lance, Concentrated Slice and Merciless Slash critically hit. This effect can't occur more than once every minute.</span>",0,head_stalker.png,armor,
822,Eternal Commander MK-2 Weaponmaster's Offhand Saber,822,offhand,230,blue,hilt,,0,saber_warleader.png,saber,
823,Eternal Commander MK-3 Adept Device,823,ear,230,purple,,,0,ear_adept.png,earpiece,
824,Eternal Commander MK-3 Adept Package,824,implant,230,purple,,,0,implant_adept.png,implant,
825,Eternal Commander MK-3 Bastion Device,825,ear,230,purple,,,0,ear_bastion.png,earpiece,
826,Eternal Commander MK-3 Bastion Package,826,implant,230,purple,,,0,implant_bastion.png,implant,
827,Eternal Commander MK-3 Bulwark Device,827,ear,230,purple,,,0,ear_bulwark.png,earpiece,
828,Eternal Commander MK-3 Bulwark Package,828,implant,230,purple,,,0,implant_bulwark.png,implant,
829,Eternal Commander MK-3 Combat Medic's Belt,829,waist,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,waist_stalker.png,armor,
830,Eternal Commander MK-3 Combat Medic's Body Armor,830,chest,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,chest_stalker.png,armor,
831,Eternal Commander MK-3 Combat Medic's Boots,831,feet,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,feet_stalker.png,armor,
832,Eternal Commander MK-3 Combat Medic's Gauntlets,832,hands,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,hands_stalker.png,armor,
833,Eternal Commander MK-3 Combat Medic's Helmet,833,head,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,head_stalker.png,armor,
834,Eternal Commander MK-3 Combat Medic's Legplates,834,legs,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,legs_stalker.png,armor,
835,Eternal Commander MK-3 Combat Medic's Vambraces,835,wrists,230,purple,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Combat Medic's Critical Bonus which causes your next Rapid Scan or Medical Probe to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) The duration of Supercharged Gas or Supercharged Cell is increased by 4 seconds.</span><span class='description-setbonus-6'>(6) Reduces the cooldown of Healing Scan or Advanced Medical Probe by 1.5 seconds.</span>,0,wrists_stalker.png,armor,
836,Eternal Commander MK-3 Combat Tech's Belt,836,waist,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,waist_stalker.png,armor,
837,Eternal Commander MK-3 Combat Tech's Body Armor,837,chest,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,chest_stalker.png,armor,
838,Eternal Commander MK-3 Combat Tech's Boots,838,feet,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,feet_stalker.png,armor,
839,Eternal Commander MK-3 Combat Tech's Gauntlets,839,hands,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,hands_stalker.png,armor,
840,Eternal Commander MK-3 Combat Tech's Helmet,840,head,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,head_stalker.png,armor,
841,Eternal Commander MK-3 Combat Tech's Legplates,841,legs,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,legs_stalker.png,armor,
842,Eternal Commander MK-3 Combat Tech's Vambraces,842,wrists,230,purple,armoring,<span class='description-setbonus-2'>(2) Flaming Fist and Magnetic Blast or Shockstrike and Tactical Surge increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Flaming Fist and Rocket Punch's heat is reduced by 2 or Shockstrike and Stockstrike energy cells is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Flame Burst and Magnetic Blast or Ion Pulse and Tactical Surge will grant Combat Tech's Critical Bonus making one of your next Energy Burst and Immolate or Cell Burst and Plasma Flare critically hit. This effect can't occur more than once every minute.</span>,0,wrists_stalker.png,armor,
843,Eternal Commander MK-3 Eliminator's Assault Cannon,843,mainhand,230,purple,barrel,,0,cannon_eliminator.png,cannon,
844,Eternal Commander MK-3 Eliminator's Belt,844,waist,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,waist_stalker.png,armor,
845,Eternal Commander MK-3 Eliminator's Blaster Pistol,845,mainhand,230,purple,barrel,,0,pistol_eliminator.png,pistol,
846,Eternal Commander MK-3 Eliminator's Blaster Rifle,846,mainhand,230,purple,barrel,,0,rifle_eliminator.png,rifle,
847,Eternal Commander MK-3 Eliminator's Body Armor,847,chest,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,chest_stalker.png,armor,
848,Eternal Commander MK-3 Eliminator's Boots,848,feet,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,feet_stalker.png,armor,
849,Eternal Commander MK-3 Eliminator's Gauntlets,849,hands,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,hands_stalker.png,armor,
850,Eternal Commander MK-3 Eliminator's Generator,850,offhand,230,purple,armoring,,0,generator_eliminator.png,generator,
851,Eternal Commander MK-3 Eliminator's Helmet,851,head,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,head_stalker.png,armor,
852,Eternal Commander MK-3 Eliminator's Legplates,852,legs,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,legs_stalker.png,armor,
853,Eternal Commander MK-3 Eliminator's Offhand Blaster,853,offhand,230,purple,barrel,,0,pistol_eliminator.png,pistol,
854,Eternal Commander MK-3 Eliminator's Vambraces,854,wrists,230,purple,armoring,<span class='description-setbonus-2'>(2) Heatseeker Missiles and Serrated Shot or Demolition Round and Serrated Bolt increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Energy Shield or Reactive Shield's cooldown is reduced by 15 seconds.</span><span class='description-setbonus-6'>(6) Activating Unload and Blazing Bolts or Full Auto and Boltstorm will grant Eliminator's Critical Bonus making your next Heatseeker Missiles and Mag Shot or Demolition Round and Mag Bolt critically hit. This effect can only occur once a minute.</span>,0,wrists_stalker.png,armor,
855,Eternal Commander MK-3 Enforcer's Belt,855,waist,230,purple,armoring,<span class='description-setbonus-2'>(2) Laceration and Corrosive Assault or Sucker Punch and Brutal Shots increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Backstab and Lethal Strike or Backblast and Point Blank Shot's energy cost is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Shiv and Veiled Strike or Blaster Whip and Bludgeon will grant Enforcer's Critical Bonus making your next Volatile Substance and Corrosive Assault or Blood Boiler and Brutal Shots critically hit. This effect can only occur once every minute.</span>,0,waist_stalker.png,armor,
856,Eternal Commander MK-3 Enforcer's Boots,856,feet,230,purple,armoring,<span class='description-setbonus-2'>(2) Laceration and Corrosive Assault or Sucker Punch and Brutal Shots increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Backstab and Lethal Strike or Backblast and Point Blank Shot's energy cost is reduced by 2.</span><span class='description-setbonus-6'>(6) Activating Shiv and Veiled Strike or Blaster Whip and Bludgeon will grant Enforcer's Critical Bonus making your next Volatile Substance and Corrosive Assault or Blood Boiler and Brutal Shots critically hit. This effect can only occur once every minute.</span>,0,feet_stalker.png,armor,
