tempOrder,ItemId,tempName,tempSlot,tempRating,tempColor,tempRole,tempClass,tempItemModSlot,tempKey,ItemModId,tempItemModName,tempDynamicSlot,tempModColor
780,1462,GEMINI MK-5 Stalker's Headgear,head,248,gold,dps,sin,armoring,248goldarmoring,31,Versatile Armoring 52,,gold
781,1472,GEMINI MK-5 Supercommando's Helmet,head,248,gold,tank,pt,armoring,248goldarmoring,30,Resistive Armoring 52,,gold
782,1480,GEMINI MK-5 Survivor's Headgear,head,248,gold,tank,sin,armoring,248goldarmoring,30,Resistive Armoring 52,,gold
783,1490,GEMINI MK-5 Vindicator's Headgear,head,248,gold,dps,jugg,armoring,248goldarmoring,31,Versatile Armoring 52,,gold
784,1497,GEMINI MK-5 War Leader's Headgear,head,248,gold,tank,jugg,armoring,248goldarmoring,30,Resistive Armoring 52,,gold
785,1506,GEMINI MK-5 Weaponmaster's Headgear,head,248,gold,dps,mara,armoring,248goldarmoring,31,Versatile Armoring 52,,gold
786,1518,Iokath MK-1 Combat Medic's Helmet,head,238,green,healer,merc,armoring,238greenarmoring,17,Versatile Armoring 59,,green
787,1525,Iokath MK-1 Combat Tech's Helmet,head,238,green,dps,pt,armoring,238greenarmoring,17,Versatile Armoring 59,,green
788,1536,Iokath MK-1 Eliminator's Helmet,head,238,green,dps,merc,armoring,238greenarmoring,17,Versatile Armoring 59,,green
789,1544,Iokath MK-1 Enforcer's Headgear,head,238,green,dps,op,armoring,238greenarmoring,17,Versatile Armoring 59,,green
790,1551,Iokath MK-1 Field Medic's Headgear,head,238,green,healer,op,armoring,238greenarmoring,17,Versatile Armoring 59,,green
791,1558,Iokath MK-1 Field Tech's Headgear,head,238,green,dps,sniper,armoring,238greenarmoring,17,Versatile Armoring 59,,green
792,1569,Iokath MK-1 Force-Master's Headgear,head,238,green,dps,sorc,armoring,238greenarmoring,17,Versatile Armoring 59,,green
793,1577,Iokath MK-1 Force-Mystic's Headgear,head,238,green,healer,sorc,armoring,238greenarmoring,17,Versatile Armoring 59,,green
794,1599,Iokath MK-1 Stalker's Headgear,head,238,green,dps,sin,armoring,238greenarmoring,17,Versatile Armoring 59,,green
795,1609,Iokath MK-1 Supercommando's Helmet,head,238,green,tank,pt,armoring,238greenarmoring,16,Resistive Armoring 59,,green
796,1617,Iokath MK-1 Survivor's Headgear,head,238,green,tank,sin,armoring,238greenarmoring,16,Resistive Armoring 59,,green
797,1627,Iokath MK-1 Vindicator's Headgear,head,238,green,dps,jugg,armoring,238greenarmoring,17,Versatile Armoring 59,,green
798,1634,Iokath MK-1 War Leader's Headgear,head,238,green,tank,jugg,armoring,238greenarmoring,16,Resistive Armoring 59,,green
799,1643,Iokath MK-1 Weaponmaster's Headgear,head,238,green,dps,mara,armoring,238greenarmoring,17,Versatile Armoring 59,,green
800,1655,Iokath MK-2 Combat Medic's Helmet,head,240,blue,healer,merc,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
801,1662,Iokath MK-2 Combat Tech's Helmet,head,240,blue,dps,pt,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
802,1673,Iokath MK-2 Eliminator's Helmet,head,240,blue,dps,merc,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
803,1681,Iokath MK-2 Enforcer's Headgear,head,240,blue,dps,op,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
804,1688,Iokath MK-2 Field Medic's Headgear,head,240,blue,healer,op,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
805,1695,Iokath MK-2 Field Tech's Headgear,head,240,blue,dps,sniper,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
806,1706,Iokath MK-2 Force-Master's Headgear,head,240,blue,dps,sorc,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
807,1714,Iokath MK-2 Force-Mystic's Headgear,head,240,blue,healer,sorc,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
808,1736,Iokath MK-2 Stalker's Headgear,head,240,blue,dps,sin,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
809,1746,Iokath MK-2 Supercommando's Helmet,head,240,blue,tank,pt,armoring,240bluearmoring,18,Resistive Armoring 55,,blue
810,1754,Iokath MK-2 Survivor's Headgear,head,240,blue,tank,sin,armoring,240bluearmoring,18,Resistive Armoring 55,,blue
811,1764,Iokath MK-2 Vindicator's Headgear,head,240,blue,dps,jugg,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
812,1771,Iokath MK-2 War Leader's Headgear,head,240,blue,tank,jugg,armoring,240bluearmoring,18,Resistive Armoring 55,,blue
813,1780,Iokath MK-2 Weaponmaster's Headgear,head,240,blue,dps,mara,armoring,240bluearmoring,19,Versatile Armoring 55,,blue
814,1792,Iokath MK-3 Combat Medic's Helmet,head,240,purple,healer,merc,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
815,1799,Iokath MK-3 Combat Tech's Helmet,head,240,purple,dps,pt,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
816,1810,Iokath MK-3 Eliminator's Helmet,head,240,purple,dps,merc,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
817,1818,Iokath MK-3 Enforcer's Headgear,head,240,purple,dps,op,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
818,1825,Iokath MK-3 Field Medic's Headgear,head,240,purple,healer,op,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
819,1832,Iokath MK-3 Field Tech's Headgear,head,240,purple,dps,sniper,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
820,1843,Iokath MK-3 Force-Master's Headgear,head,240,purple,dps,sorc,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
821,1851,Iokath MK-3 Force-Mystic's Headgear,head,240,purple,healer,sorc,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
822,1873,Iokath MK-3 Stalker's Headgear,head,240,purple,dps,sin,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
823,1883,Iokath MK-3 Supercommando's Helmet,head,240,purple,tank,pt,armoring,240purplearmoring,20,Advanced Resistive Armoring 51,,purple
824,1891,Iokath MK-3 Survivor's Headgear,head,240,purple,tank,sin,armoring,240purplearmoring,20,Advanced Resistive Armoring 51,,purple
825,1901,Iokath MK-3 Vindicator's Headgear,head,240,purple,dps,jugg,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
826,1908,Iokath MK-3 War Leader's Headgear,head,240,purple,tank,jugg,armoring,240purplearmoring,20,Advanced Resistive Armoring 51,,purple
827,1917,Iokath MK-3 Weaponmaster's Headgear,head,240,purple,dps,mara,armoring,240purplearmoring,21,Advanced Versatile Armoring 51,,purple
828,1929,Iokath MK-5 Combat Medic's Helmet,head,242,gold,healer,merc,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
829,1936,Iokath MK-5 Combat Tech's Helmet,head,242,gold,dps,pt,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
830,1947,Iokath MK-5 Eliminator's Helmet,head,242,gold,dps,merc,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
831,1955,Iokath MK-5 Enforcer's Headgear,head,242,gold,dps,op,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
832,1962,Iokath MK-5 Field Medic's Headgear,head,242,gold,healer,op,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
833,1969,Iokath MK-5 Field Tech's Headgear,head,242,gold,dps,sniper,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
834,1980,Iokath MK-5 Force-Master's Headgear,head,242,gold,dps,sorc,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
835,1988,Iokath MK-5 Force-Mystic's Headgear,head,242,gold,healer,sorc,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
836,2010,Iokath MK-5 Stalker's Headgear,head,242,gold,dps,sin,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
837,2020,Iokath MK-5 Supercommando's Helmet,head,242,gold,tank,pt,armoring,242goldarmoring,22,Resistive Armoring 49,,gold
838,2028,Iokath MK-5 Survivor's Headgear,head,242,gold,tank,sin,armoring,242goldarmoring,22,Resistive Armoring 49,,gold
839,2038,Iokath MK-5 Vindicator's Headgear,head,242,gold,dps,jugg,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
840,2045,Iokath MK-5 War Leader's Headgear,head,242,gold,tank,jugg,armoring,242goldarmoring,22,Resistive Armoring 49,,gold
841,2054,Iokath MK-5 Weaponmaster's Headgear,head,242,gold,dps,mara,armoring,242goldarmoring,23,Versatile Armoring 49,,gold
842,12,Eternal Commander MK-1 Combat Medic's Legplates,legs,228,green,healer,merc,armoring,228greenarmoring,3,Versatile Armoring 54,,green
843,19,Eternal Commander MK-1 Combat Tech's Legplates,legs,228,green,dps,pt,armoring,228greenarmoring,3,Versatile Armoring 54,,green
844,30,Eternal Commander MK-1 Eliminator's Legplates,legs,228,green,dps,merc,armoring,228greenarmoring,3,Versatile Armoring 54,,green
845,39,Eternal Commander MK-1 Enforcer's Leggings,legs,228,green,dps,op,armoring,228greenarmoring,3,Versatile Armoring 54,,green
846,46,Eternal Commander MK-1 Field Medic's Leggings,legs,228,green,healer,op,armoring,228greenarmoring,3,Versatile Armoring 54,,green
847,53,Eternal Commander MK-1 Field Tech's Leggings,legs,228,green,dps,sniper,armoring,228greenarmoring,3,Versatile Armoring 54,,green
848,64,Eternal Commander MK-1 Force-Master's Lower Robe,legs,228,green,dps,sorc,armoring,228greenarmoring,3,Versatile Armoring 54,,green
849,71,Eternal Commander MK-1 Force-Mystic's Lower Robe,legs,228,green,healer,sorc,armoring,228greenarmoring,3,Versatile Armoring 54,,green
850,93,Eternal Commander MK-1 Stalker's Lower Robe,legs,228,green,dps,sin,armoring,228greenarmoring,3,Versatile Armoring 54,,green
851,103,Eternal Commander MK-1 Supercommando's Legplates,legs,228,green,tank,pt,armoring,228greenarmoring,2,Resistive Armoring 54,,green
852,111,Eternal Commander MK-1 Survivor's Lower Robe,legs,228,green,tank,sin,armoring,228greenarmoring,2,Resistive Armoring 54,,green
853,119,Eternal Commander MK-1 Vindicator's Greaves,legs,228,green,dps,jugg,armoring,228greenarmoring,3,Versatile Armoring 54,,green
854,126,Eternal Commander MK-1 War Leader's Greaves,legs,228,green,tank,jugg,armoring,228greenarmoring,2,Resistive Armoring 54,,green
855,135,Eternal Commander MK-1 Weaponmaster's Greaves,legs,228,green,dps,mara,armoring,228greenarmoring,3,Versatile Armoring 54,,green
856,149,Eternal Commander MK-11 Combat Medic's Legplates,legs,232,green,healer,merc,armoring,232greenarmoring,9,Versatile Armoring 56,,green
857,156,Eternal Commander MK-11 Combat Tech's Legplates,legs,232,green,dps,pt,armoring,232greenarmoring,9,Versatile Armoring 56,,green
858,167,Eternal Commander MK-11 Eliminator's Legplates,legs,232,green,dps,merc,armoring,232greenarmoring,9,Versatile Armoring 56,,green
859,176,Eternal Commander MK-11 Enforcer's Leggings,legs,232,green,dps,op,armoring,232greenarmoring,9,Versatile Armoring 56,,green
860,183,Eternal Commander MK-11 Field Medic's Leggings,legs,232,green,healer,op,armoring,232greenarmoring,9,Versatile Armoring 56,,green
861,190,Eternal Commander MK-11 Field Tech's Leggings,legs,232,green,dps,sniper,armoring,232greenarmoring,9,Versatile Armoring 56,,green
862,201,Eternal Commander MK-11 Force-Master's Lower Robe,legs,232,green,dps,sorc,armoring,232greenarmoring,9,Versatile Armoring 56,,green
863,208,Eternal Commander MK-11 Force-Mystic's Lower Robe,legs,232,green,healer,sorc,armoring,232greenarmoring,9,Versatile Armoring 56,,green
864,230,Eternal Commander MK-11 Stalker's Lower Robe,legs,232,green,dps,sin,armoring,232greenarmoring,9,Versatile Armoring 56,,green
865,240,Eternal Commander MK-11 Supercommando's Legplates,legs,232,green,tank,pt,armoring,232greenarmoring,8,Resistive Armoring 56,,green
866,248,Eternal Commander MK-11 Survivor's Lower Robe,legs,232,green,tank,sin,armoring,232greenarmoring,8,Resistive Armoring 56,,green
867,256,Eternal Commander MK-11 Vindicator's Greaves,legs,232,green,dps,jugg,armoring,232greenarmoring,9,Versatile Armoring 56,,green
868,263,Eternal Commander MK-11 War Leader's Greaves,legs,232,green,tank,jugg,armoring,232greenarmoring,8,Resistive Armoring 56,,green
869,272,Eternal Commander MK-11 Weaponmaster's Greaves,legs,232,green,dps,mara,armoring,232greenarmoring,9,Versatile Armoring 56,,green
870,286,Eternal Commander MK-12 Combat Medic's Legplates,legs,234,blue,healer,merc,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
871,293,Eternal Commander MK-12 Combat Tech's Legplates,legs,234,blue,dps,pt,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
872,304,Eternal Commander MK-12 Eliminator's Legplates,legs,234,blue,dps,merc,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
873,313,Eternal Commander MK-12 Enforcer's Leggings,legs,234,blue,dps,op,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
874,320,Eternal Commander MK-12 Field Medic's Leggings,legs,234,blue,healer,op,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
875,327,Eternal Commander MK-12 Field Tech's Leggings,legs,234,blue,dps,sniper,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
876,338,Eternal Commander MK-12 Force-Master's Lower Robe,legs,234,blue,dps,sorc,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
877,345,Eternal Commander MK-12 Force-Mystic's Lower Robe,legs,234,blue,healer,sorc,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
878,367,Eternal Commander MK-12 Stalker's Lower Robe,legs,234,blue,dps,sin,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
879,377,Eternal Commander MK-12 Supercommando's Legplates,legs,234,blue,tank,pt,armoring,234bluearmoring,10,Resistive Armoring 52,,blue
880,385,Eternal Commander MK-12 Survivor's Lower Robe,legs,234,blue,tank,sin,armoring,234bluearmoring,10,Resistive Armoring 52,,blue
881,393,Eternal Commander MK-12 Vindicator's Greaves,legs,234,blue,dps,jugg,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
882,400,Eternal Commander MK-12 War Leader's Greaves,legs,234,blue,tank,jugg,armoring,234bluearmoring,10,Resistive Armoring 52,,blue
883,409,Eternal Commander MK-12 Weaponmaster's Greaves,legs,234,blue,dps,mara,armoring,234bluearmoring,11,Versatile Armoring 52,,blue
884,423,Eternal Commander MK-13 Combat Medic's Legplates,legs,234,purple,healer,merc,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
885,430,Eternal Commander MK-13 Combat Tech's Legplates,legs,234,purple,dps,pt,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
886,441,Eternal Commander MK-13 Eliminator's Legplates,legs,234,purple,dps,merc,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
887,450,Eternal Commander MK-13 Enforcer's Leggings,legs,234,purple,dps,op,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
888,457,Eternal Commander MK-13 Field Medic's Leggings,legs,234,purple,healer,op,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
889,464,Eternal Commander MK-13 Field Tech's Leggings,legs,234,purple,dps,sniper,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
890,475,Eternal Commander MK-13 Force-Master's Lower Robe,legs,234,purple,dps,sorc,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
891,482,Eternal Commander MK-13 Force-Mystic's Lower Robe,legs,234,purple,healer,sorc,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
892,504,Eternal Commander MK-13 Stalker's Lower Robe,legs,234,purple,dps,sin,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
893,514,Eternal Commander MK-13 Supercommando's Legplates,legs,234,purple,tank,pt,armoring,234purplearmoring,12,Advanced Resistive Armoring 48,,purple
894,522,Eternal Commander MK-13 Survivor's Lower Robe,legs,234,purple,tank,sin,armoring,234purplearmoring,12,Advanced Resistive Armoring 48,,purple
895,530,Eternal Commander MK-13 Vindicator's Greaves,legs,234,purple,dps,jugg,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
896,537,Eternal Commander MK-13 War Leader's Greaves,legs,234,purple,tank,jugg,armoring,234purplearmoring,12,Advanced Resistive Armoring 48,,purple
897,546,Eternal Commander MK-13 Weaponmaster's Greaves,legs,234,purple,dps,mara,armoring,234purplearmoring,13,Advanced Versatile Armoring 48,,purple
898,560,Eternal Commander MK-15 Combat Medic's Legplates,legs,236,gold,healer,merc,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
899,567,Eternal Commander MK-15 Combat Tech's Legplates,legs,236,gold,dps,pt,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
900,578,Eternal Commander MK-15 Eliminator's Legplates,legs,236,gold,dps,merc,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
901,587,Eternal Commander MK-15 Enforcer's Leggings,legs,236,gold,dps,op,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
902,594,Eternal Commander MK-15 Field Medic's Leggings,legs,236,gold,healer,op,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
903,601,Eternal Commander MK-15 Field Tech's Leggings,legs,236,gold,dps,sniper,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
904,612,Eternal Commander MK-15 Force-Master's Lower Robe,legs,236,gold,dps,sorc,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
905,619,Eternal Commander MK-15 Force-Mystic's Lower Robe,legs,236,gold,healer,sorc,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
906,641,Eternal Commander MK-15 Stalker's Lower Robe,legs,236,gold,dps,sin,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
907,651,Eternal Commander MK-15 Supercommando's Legplates,legs,236,gold,tank,pt,armoring,236goldarmoring,14,Resistive Armoring 46,,gold
908,659,Eternal Commander MK-15 Survivor's Lower Robe,legs,236,gold,tank,sin,armoring,236goldarmoring,14,Resistive Armoring 46,,gold
909,667,Eternal Commander MK-15 Vindicator's Greaves,legs,236,gold,dps,jugg,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
910,674,Eternal Commander MK-15 War Leader's Greaves,legs,236,gold,tank,jugg,armoring,236goldarmoring,14,Resistive Armoring 46,,gold
911,683,Eternal Commander MK-15 Weaponmaster's Greaves,legs,236,gold,dps,mara,armoring,236goldarmoring,15,Versatile Armoring 46,,gold
912,697,Eternal Commander MK-2 Combat Medic's Legplates,legs,230,blue,healer,merc,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
913,704,Eternal Commander MK-2 Combat Tech's Legplates,legs,230,blue,dps,pt,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
914,715,Eternal Commander MK-2 Eliminator's Legplates,legs,230,blue,dps,merc,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
915,724,Eternal Commander MK-2 Enforcer's Leggings,legs,230,blue,dps,op,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
916,731,Eternal Commander MK-2 Field Medic's Leggings,legs,230,blue,healer,op,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
917,738,Eternal Commander MK-2 Field Tech's Leggings,legs,230,blue,dps,sniper,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
918,749,Eternal Commander MK-2 Force-Master's Lower Robe,legs,230,blue,dps,sorc,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
919,756,Eternal Commander MK-2 Force-Mystic's Lower Robe,legs,230,blue,healer,sorc,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
920,778,Eternal Commander MK-2 Stalker's Lower Robe,legs,230,blue,dps,sin,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
921,788,Eternal Commander MK-2 Supercommando's Legplates,legs,230,blue,tank,pt,armoring,230bluearmoring,4,Resistive Armoring 50,,blue
922,796,Eternal Commander MK-2 Survivor's Lower Robe,legs,230,blue,tank,sin,armoring,230bluearmoring,4,Resistive Armoring 50,,blue
923,804,Eternal Commander MK-2 Vindicator's Greaves,legs,230,blue,dps,jugg,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
924,811,Eternal Commander MK-2 War Leader's Greaves,legs,230,blue,tank,jugg,armoring,230bluearmoring,4,Resistive Armoring 50,,blue
925,820,Eternal Commander MK-2 Weaponmaster's Greaves,legs,230,blue,dps,mara,armoring,230bluearmoring,5,Versatile Armoring 50,,blue
926,834,Eternal Commander MK-3 Combat Medic's Legplates,legs,230,purple,healer,merc,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
927,841,Eternal Commander MK-3 Combat Tech's Legplates,legs,230,purple,dps,pt,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
928,852,Eternal Commander MK-3 Eliminator's Legplates,legs,230,purple,dps,merc,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
929,861,Eternal Commander MK-3 Enforcer's Leggings,legs,230,purple,dps,op,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
930,868,Eternal Commander MK-3 Field Medic's Leggings,legs,230,purple,healer,op,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
931,875,Eternal Commander MK-3 Field Tech's Leggings,legs,230,purple,dps,sniper,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
932,886,Eternal Commander MK-3 Force-Master's Lower Robe,legs,230,purple,dps,sorc,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
933,893,Eternal Commander MK-3 Force-Mystic's Lower Robe,legs,230,purple,healer,sorc,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
934,915,Eternal Commander MK-3 Stalker's Lower Robe,legs,230,purple,dps,sin,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
935,925,Eternal Commander MK-3 Supercommando's Legplates,legs,230,purple,tank,pt,armoring,230purplearmoring,6,Advanced Resistive Armoring 46,,purple
936,933,Eternal Commander MK-3 Survivor's Lower Robe,legs,230,purple,tank,sin,armoring,230purplearmoring,6,Advanced Resistive Armoring 46,,purple
937,941,Eternal Commander MK-3 Vindicator's Greaves,legs,230,purple,dps,jugg,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
938,948,Eternal Commander MK-3 War Leader's Greaves,legs,230,purple,tank,jugg,armoring,230purplearmoring,6,Advanced Resistive Armoring 46,,purple
939,957,Eternal Commander MK-3 Weaponmaster's Greaves,legs,230,purple,dps,mara,armoring,230purplearmoring,7,Advanced Versatile Armoring 46,,purple
940,971,GEMINI MK-1 Combat Medic's Legplates,legs,244,green,healer,merc,armoring,244greenarmoring,25,Versatile Armoring 62,,green
941,978,GEMINI MK-1 Combat Tech's Legplates,legs,244,green,dps,pt,armoring,244greenarmoring,25,Versatile Armoring 62,,green
942,989,GEMINI MK-1 Eliminator's Legplates,legs,244,green,dps,merc,armoring,244greenarmoring,25,Versatile Armoring 62,,green
943,998,GEMINI MK-1 Enforcer's Leggings,legs,244,green,dps,op,armoring,244greenarmoring,25,Versatile Armoring 62,,green
944,1005,GEMINI MK-1 Field Medic's Leggings,legs,244,green,healer,op,armoring,244greenarmoring,25,Versatile Armoring 62,,green
945,1012,GEMINI MK-1 Field Tech's Leggings,legs,244,green,dps,sniper,armoring,244greenarmoring,25,Versatile Armoring 62,,green
946,1023,GEMINI MK-1 Force-Master's Lower Robe,legs,244,green,dps,sorc,armoring,244greenarmoring,25,Versatile Armoring 62,,green
947,1030,GEMINI MK-1 Force-Mystic's Lower Robe,legs,244,green,healer,sorc,armoring,244greenarmoring,25,Versatile Armoring 62,,green
948,1052,GEMINI MK-1 Stalker's Lower Robe,legs,244,green,dps,sin,armoring,244greenarmoring,25,Versatile Armoring 62,,green
949,1062,GEMINI MK-1 Supercommando's Legplates,legs,244,green,tank,pt,armoring,244greenarmoring,24,Resistive Armoring 62,,green
950,1070,GEMINI MK-1 Survivor's Lower Robe,legs,244,green,tank,sin,armoring,244greenarmoring,24,Resistive Armoring 62,,green
951,1078,GEMINI MK-1 Vindicator's Greaves,legs,244,green,dps,jugg,armoring,244greenarmoring,25,Versatile Armoring 62,,green
952,1085,GEMINI MK-1 War Leader's Greaves,legs,244,green,tank,jugg,armoring,244greenarmoring,24,Resistive Armoring 62,,green
953,1094,GEMINI MK-1 Weaponmaster's Greaves,legs,244,green,dps,mara,armoring,244greenarmoring,25,Versatile Armoring 62,,green
954,1108,GEMINI MK-2 Combat Medic's Legplates,legs,244,blue,healer,merc,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
955,1115,GEMINI MK-2 Combat Tech's Legplates,legs,244,blue,dps,pt,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
956,1126,GEMINI MK-2 Eliminator's Legplates,legs,244,blue,dps,merc,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
957,1135,GEMINI MK-2 Enforcer's Leggings,legs,244,blue,dps,op,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
958,1142,GEMINI MK-2 Field Medic's Leggings,legs,244,blue,healer,op,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
959,1149,GEMINI MK-2 Field Tech's Leggings,legs,244,blue,dps,sniper,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
960,1160,GEMINI MK-2 Force-Master's Lower Robe,legs,244,blue,dps,sorc,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
961,1167,GEMINI MK-2 Force-Mystic's Lower Robe,legs,244,blue,healer,sorc,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
962,1189,GEMINI MK-2 Stalker's Lower Robe,legs,244,blue,dps,sin,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
963,1199,GEMINI MK-2 Supercommando's Legplates,legs,244,blue,tank,pt,armoring,244bluearmoring,26,Resistive Armoring 57,,blue
964,1207,GEMINI MK-2 Survivor's Lower Robe,legs,244,blue,tank,sin,armoring,244bluearmoring,26,Resistive Armoring 57,,blue
965,1215,GEMINI MK-2 Vindicator's Greaves,legs,244,blue,dps,jugg,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
966,1222,GEMINI MK-2 War Leader's Greaves,legs,244,blue,tank,jugg,armoring,244bluearmoring,26,Resistive Armoring 57,,blue
967,1231,GEMINI MK-2 Weaponmaster's Greaves,legs,244,blue,dps,mara,armoring,244bluearmoring,27,Versatile Armoring 57,,blue
968,1245,GEMINI MK-3 Combat Medic's Legplates,legs,246,purple,healer,merc,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
969,1252,GEMINI MK-3 Combat Tech's Legplates,legs,246,purple,dps,pt,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
970,1263,GEMINI MK-3 Eliminator's Legplates,legs,246,purple,dps,merc,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
971,1272,GEMINI MK-3 Enforcer's Leggings,legs,246,purple,dps,op,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
972,1279,GEMINI MK-3 Field Medic's Leggings,legs,246,purple,healer,op,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
973,1286,GEMINI MK-3 Field Tech's Leggings,legs,246,purple,dps,sniper,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
974,1297,GEMINI MK-3 Force-Master's Lower Robe,legs,246,purple,dps,sorc,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
975,1304,GEMINI MK-3 Force-Mystic's Lower Robe,legs,246,purple,healer,sorc,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
976,1326,GEMINI MK-3 Stalker's Lower Robe,legs,246,purple,dps,sin,armoring,246purplearmoring,29,Advanced Versatile Armoring 54,,purple
977,1336,GEMINI MK-3 Supercommando's Legplates,legs,246,purple,tank,pt,armoring,246purplearmoring,28,Advanced Resistive Armoring 54,,purple
